massgeses
"['ספיר', 'מושבת', 'עםולה', 'הזמן', 'שקט']"
"['שיהיה', 'נודיע', 'לך', 'ותרגעי', 'בבקשה']"
"['שתשבי', 'הטלויזיה', 'הזמן', 'התראות']"
['DELETED']
"['אבקש', 'בכל', 'לשון', 'בקשה', 'קשור', 'לנושא', 'כבדי', 'שמיעה', 'וחירשים', 'תודה', 'רבה']"
"['כדאי', 'להסתכל', 'החדשות', 'לפעמים', 'מסתכלים', 'מתחושת', 'ביטחון', 'מודעת', 'לדברים', 'חושבים', 'שככה', 'מזדהים', 'הצער', 'הזולת', 'נכון', 'פוגע', 'בנפש', 'מערער', 'הביטחון', 'וזה', 'בדיוק', 'שהאויבים', 'רוצים', 'שנתייאש', 'נפחד', 'ונהיה', 'עצובים', 'ואין', 'צורך', 'בזה', 'עוזר', 'להזדהות', 'אפשר', 'להזדהות', 'לרדת', 'הפרטים', 'שיפגעו', 'בנפש', 'תסיחי', 'קצת', 'הדעת', 'תעשי', 'דברים', 'שאת', 'אוהבת']"
"['מתנצלת', 'מחקתי', 'רציתי', 'לנסות', 'לעודד']"
['DELETED']
"['שרוצה', 'לכתוב', 'לספיר', 'מציע', 'לשלוח', 'בפרטי', 'ולא', 'בפני', 'הכל', 'צנעת', 'הפרט']"
"['כותבת', 'לכאן', 'הזמן']"
"['תגיבו', 'בפרטי']"
"['מצטרפת', 'בכבוד', 'להצעתו', '972546354144', 'נכון', 'שספיר', 'כותבת', 'לכאן', 'הזמן', 'ומשדרת', 'קושי', 'חריף', 'זכות', 'להציע', 'הצעות', 'בפומבי', 'מהסוג', 'שיפגע', 'בפרטיותה', 'יעלוב', 'בה', 'לצערנו', 'הצעות', 'לטיפול', 'נפשי', 'נתפסות', 'פעמים', 'רבות', 'כפוגעניות', 'חודרניות', 'נקווה', 'שבשיח', 'פרטי', 'תיענה', 'להצעות', 'עזרה', 'מתאימות', 'תודה', 'והבנה']"
"['מוצאת', 'הטלפון', 'ספיר']"
"['בבקשה', 'העבירו', 'הטלפון', 'ספיר']"
['מצאתי']
"['מישהו', 'קרוב', 'אליכם', 'תזדקקו', 'לחילוץ', 'נקווה', 'שלא', 'עכשיו', 'מענה', 'מהיר', 'ונגיש', 'כבר', 'באים', 'חילוץ', 'במצבי', 'חירום', 'L_kvarbaim', 'כבר', 'באים', 'נותן', 'מענה', 'לאנשים', 'שלא', 'מצליחים', 'ליצור', 'קשר', 'כוחות', 'החילוץ', 'המשטרה', '100', 'פיקוד', 'העורף', '104', 'תקועים', 'באיזור', 'סכנה', 'יודעים', 'אזרחים', 'שזקוקים', 'לחילוץ', 'כבר', 'באים', 'מיזם', 'חירום', 'התנדבותי', 'בשיתוף', 'כוחות', 'הביטחון', 'שמקשר', 'תושבים', 'לגורמי', 'החילוץ', 'בלחיצת', 'כפתור', 'החמ', 'ל', 'סייע', 'מתחילת', 'המלחמה', 'בחילוץ', 'מאות', 'אנשים', 'מאזורי', 'עימות', 'תוך', 'חיבור', 'אנשים', 'הנצורים', 'בביתם', 'כוחות', 'הביטחון', 'כדי', 'לפתוח', 'קריאה', 'נכנסים', 'ללינק', 'ויוצרים', 'קשר', 'כוחות', 'החילוץ', 'L_kvarbaim', 'חשוב', 'תעבירו', 'הלינק', 'למשפחה', 'וחברים']"
['PHOTO']
[]
"['אפשר', 'להוסיף', 'חיוך', 'כשמעירים']"
[]
"['הי', 'למי', 'מכשיר', 'שמיעה', 'סימנס', 'סיגניה', 'ויש', 'המלצות']"
"['היי', 'למי', 'מכשיר', 'שמיעה', 'בלטון', 'המלצות']"
"['הבנתי', 'שזה', 'שמקבלים', 'הכללית']"
"['סיגניה', 'אפשר', 'לעזור']"
"['סיגניה', 'ואני', 'מרוצה']"
[]
"['קצת', 'עוזר', 'בטלויזיה', 'עוזר', 'בחברה', 'וגם', 'בעיה', 'בשיחה', 'אישית', 'צריך', 'הזמן', 'לשנות', 'תיאום']"
['וואו']
['מעצבן']
"['ממליץ', 'דווקא', 'סיגניה', 'מתוצרת', 'resound']"
"['בסדר', 'מעבר', 'חזק', 'אפשרות', 'לשיחה', 'טלפונית', 'לסינון', 'רעשים', 'וצלילות', 'דיבור']"
"['סיגניה', 'אינו', 'מתוצרת', 'ReSound']"
"['ייתכן', 'סיבכו', 'השמות', 'התכוונתי', 'לResound', 'שמגיע', 'ממדטכניקה', 'אורטפון']"
"['סיגניה', 'אחת', 'והדעות', 'שונות', 'בעדה', 'ונגדה']"
['בדיוק']
"['בהתחלה', 'קשה', 'היום', 'כבר', 'התרגלתי']"
"['GN', 'Amplifon', 'ReSound']"
"['Amplifon', 'השם', 'שנתנו', 'ממדטכניקה', 'כדי', 'לערבב', 'אודיו', 'מדיק', 'היצרן', 'GNresound']"
"['נראה', 'שזה', 'יעניין', 'אנשים', 'L_geektime']"
"['אפשר', 'להמליץ', 'לחסד', 'לשבט', 'התאמה', 'מכשיר', 'משהו', 'אינבדואלי', 'הכי', 'טוב', 'להיבדק', 'ולהתנסות', 'לתקופה', 'התנסות', 'מסקנה', 'חד', 'משמעית', 'אחד', 'ימליץ', 'השני', 'ימליץ']"
"['בבחינת', 'לבלבל', 'השואל', 'ת']"
"['וגם', 'אומר', 'שלמישהו', 'שהוא', 'מבסוט', 'מהמכשיר', 'כדאי', 'לקנות', 'ושוב', 'לעשות', 'התאמה', 'והתנסות']"
"['לכל', 'אחד', 'ירידה', 'שונה', 'בשמיעה', 'שלאחד', 'מתאים', 'בהכרח', 'טוב', 'לאחר', 'פשוט', 'לנצל', 'הזכות', 'לנסות', 'חודש', 'חודשיים', 'ולנצל', 'השתתפות', 'הקופות', 'שאפשר']"
"['ודבר', 'נוסף', 'המכשיר', 'דיגיטלי', 'דורש', 'הסתגלות', 'וסבלנות', 'כדי', 'לעשות', 'התאמה', 'וכיול', 'שזה', 'בינגו', 'מחייב', 'לעשות', 'כמה', 'פעמים', 'ביקורים', 'קלינאית', 'ולפעמים', 'משגע', 'בן', 'אדם']"
['L_mehalev']
"['הגיע', 'למלאי', 'שעון', 'מעורר', 'משולב', 'כרית', 'רטט', 'פועל', 'פיקוד', 'העורף', 'בזמן', 'אזעקות', 'תפעול', 'קל', 'ונוח', 'לשימוש', 'תומך', 'אייפון', 'ואנדרואיד']"
"['רוצים', 'לקבל', 'התראה', 'אזעקה', 'חייגו', 'למספר', '073', '3444400', 'ותקבלו', 'התראה', 'צלצול', 'טלפון', 'למיקום', 'שהוזן', 'שמרו', 'המספר', 'הזה', 'כאיש', 'קשר', 'למשל', 'התראה', 'אזעקה', 'ואם', 'אזעקה', 'המספר', 'הזה', 'יצלצל', 'אליכם', 'טיפ', 'שטוב', 'לשמוע', 'עידו', 'גרנות', 'להצטרפות', 'בקישור', 'L_linktr', 'ee']"
"['כמה', 'עולה', 'השעון', 'הזה']"
"['580', 'שח', 'לאחר', 'החזר', 'קופת', 'חולים', 'כללית', '145', 'שח']"
"['הבנתי', 'הקופה', 'משתתפת', 'ב145', 'ואני', 'משלמת', '580']"
"['עלות', '580', 'וקופח', 'מחזירה', '145שקל']"
"['משלמים', '580', 'ומקבלים', 'החזר', '435', 'שי']"
"['ש', 'ח']"
"['145', 'לאחר', 'ההחזר']"
"['כתוב', 'בערוץ', '2', 'שמכון', 'השמיעה', 'הישראלי', 'ישלח', 'אביזר', 'שמיעה', 'הבית', 'ללא', 'עלות', 'לכבדי', 'שמיעה', 'ולאנשים', 'המתקשים', 'לשמוע', 'אזעקות', 'עדכוני', 'חדשות', 'לפרטים', 'לשלוח', 'וואטסאפ', 'למספר', '052', '2355183']"
['PHOTO']
"['הי', 'אורית', 'מכון', 'השמיעה', 'עובד', 'ומה', 'שהוא', 'מחזיק', 'מגברי', 'שמיעה']"
"['השעון', 'המעורר', 'הזה', 'פועל', 'שיחות', 'נכנסות', 'ופה', 'ניתן', 'להתחבר', 'פיקוד', 'העורף', 'שיש', 'אזעקה']"
"['שלום', 'לכולם', 'כשאני', 'מבינה', 'הכוונות', 'הטובות', 'מקום', 'לפרסומות', 'מסחריות', 'לכך', 'נועדה', 'הקבוצה', 'תודה', 'ההודעה', 'נערכה']"
"['השעות', 'פתיחה', 'בית', 'עסק', 'מהלב']"
"['נכון', 'צודקת', 'מצב', 'רגיל', 'ופה', 'עניין', 'בטיחותי', 'המלחמה']"
"['0800', '1700']"
"['מפרסם', 'כלום', 'הצורך', 'לאזעקות']"
"['עדיין', 'זו', 'פרסומת', 'מסחרית', 'ואני', 'אבקש', 'בכבוד', 'רב', 'מאוד', 'לחדול', 'מכך']"
"['אה', 'רוצה', 'למכור', 'כדי', 'לעזור', 'לבטיחות', 'יפה', 'מצידך']"
"['תתרום', 'לכבדי', 'שמיעה', 'וחרשים', 'באזורים', 'שבהם', 'ישנן', 'הרבה', 'אזעקות']"
"['לירית', 'הצורך', 'האנשים', 'שלא', 'שומעים', 'פתרון', 'לאזעקות', 'הייתי', 'שולח', 'לכאן', 'לאור', 'המצב', 'והשאלות', 'שאנשים', 'פונים', 'מפה', 'ובעוד', 'מקומות', 'שלחתי', 'הנושא', 'הזה', 'שיש', 'פתרון', 'כשיש', 'אזעקה', 'למי', 'שרוצה', 'לישון', 'טוב']"
"['כמה', 'שעונים', 'כאלו', 'תורם']"
"['מהלב', 'תורמת', 'ותרמה', 'מכשירים', 'לעוטף', 'עזה']"
"['בעוטף', 'עזה', 'צריך', 'אזעקות', 'בצפון']"
"['מורן', 'אשמח', 'להמשיך', 'השיחה', 'בפרטי']"
"['מפרסם', 'בפומבי']"
"['תמשיכו', 'בפרטי', 'בבקשה', 'עליי', 'כמנהלת', 'הקבוצה', 'הפרסום', 'המסחרי', 'מקובל']"
"['רשום', 'המחיר']"
"['אבקש', 'שכל', 'נושא', 'העלויות', 'והמחירים', 'ידובר', 'בפרטי', 'בבקשה', 'מאחר', 'ופרסומות', 'מסחריות', 'מקובלות', 'כמנהלות', 'הקבוצה']"
"['עוהב', 'בפרטי']"
['מזאומרת']
['כרגע']
"['מזאומרת', 'בצפון']"
['צפונית']
[]
"['דיברתי', 'עכשיו', 'ולא', 'דיברתי', 'עפולה']"
['L_facebook']
"['כמה', 'אזעקות', 'ממושכות', 'במרכז', 'בהמון', 'מוקדים']"
['נכון']
"['הי', 'חושב', 'שאפשר', 'להחריג', 'חד', 'פעמית', 'ולאשר', 'הפצה', 'מידע', 'מוצר', 'נמכר', 'ידי', 'חברה', 'מסחרית', 'כולנו', 'טרודים', 'ועייפים', 'ומחפשים', 'פתרון', 'אישית', 'אומר', 'שהכרית', 'רטט', 'הזו', 'עזרה', 'לישון', 'קצת', 'טוב', 'בלילות', 'האחרונים']"
"['ומוסיף', 'שאפשר', 'לבדוק', 'מ', 'הרווחה', 'ניתן', 'לקבל', 'החזר', 'סל', 'תקשורת', 'למוצר', 'הזה']"
"['עידו', 'קח', 'שעון', 'חכם', 'שימושי', 'ויעיל', 'למגוון', 'התרעות', 'ישירות', 'מהאפליקציות', 'תבחר', 'חכם', 'תישן', 'טוב', 'ותחיה', 'בנוחיות']"
"['שעון', 'חכם', 'עובד', 'לפעמים', 'טוב', 'שיש', 'עוד', 'פתרון', 'לכרית']"
"['לירית', 'מצטרפת', 'לדברי', 'עידו', 'אנשים', 'במצוקה', 'וצריכים', 'פתרונות', 'שעובדים', 'וזקוקים', 'למידע', 'זמן', 'חריג', 'ויש', 'מקום', 'להחריג']"
"['זו', 'דעתי', 'צריך', 'להבין', 'ולהתחשב', 'במצב', 'שבו', 'נמצאים', 'צריך', 'רגישות', 'והבנה']"
"['במצב', 'הנוכחי', 'צריך', 'קצת', 'לשנות', 'נהלים']"
"['קונים', 'שעון', 'טוב', 'הדברים', 'עובדים', 'טוב', 'קונים', 'משהו', 'הדרך', 'התוצאות', 'הכרית', 'הזאת', 'יעילה', 'לשעות', 'היום', 'השעון']"
"['המחיר', 'המוצר', 'השתנה', 'בעקבות', 'המצב']"
"['המחיר', 'השתנה', 'המחיר', 'מאז', 'ומתמיד', '580']"
"['העלנו', 'ולא', 'מעלים', 'מחיר']"
"['הכרית', 'רטט', 'אפשר', 'לקנות', 'באינטרנט', 'במחירים', 'שפויים']"
['DELETED']
"['הבעייה', 'אחד', 'שמציע', 'מכירת', 'מוצר', 'שהוא', 'הזמן', 'כותב', 'ולא', 'מציין', 'כבר', 'הערתי', 'בעבר', 'חוסר', 'השקיפות', 'הזו']"
"['הכוונה', 'כתוביות', 'התחיל', 'מהיום', 'בכל', 'הערוצים', 'ישראלים']"
"['הקישור', 'פתחתי']"
"['הקישור', 'הזה', 'הודעה', 'למי', 'שיש', 'free', 'tv', 'שמהיום', 'ניתן', 'לראות', 'כתוביות', 'בחדשות', 'בערוצים', '11', '12', '13', '14']"
"['תודה', 'האם', 'כתוביות', 'סמויות', 'בערוץ', '14', 'בהוט', 'יס', 'וכדומה', 'חושב', 'שאין', 'בכלל']"
['PHOTO']
['PHOTO']
['PHOTO']
"['וגם', 'בערוץ', '11']"
['11']
"['הפעם', 'כתוביות', 'בערוץ', '11', 'ובשאר', 'ערוצים', 'כתוביות']"
"['באפליקציה', 'נפרדת', 'ערוץ', 'בטלוויזיה', 'חכמה', 'כתוביות']"
"['כעת', 'בפרי', 'טיוי']"
['PHOTO']
"['זהו', 'העדכון', 'לגבי', 'כתוביות']"
"['תודה', 'ספק', 'צופה', 'בזה']"
"['free', 'tv']"
"['פרי', 'טיוי']"
"['אה', 'אוקיי']"
['תודה']
[]
['שעון']
"['אחפש', 'באמזון']"
"['L_a', 'co', 'משום', 'שולחים', 'לפה', 'כבר', 'קניתי', 'ב2019', 'לפי', 'היסטוריית', 'רכישות']"
"['בעלי', 'אקספרס']"
"['L_a', 'co', 'נראה', 'נחמד', 'ביקורות', 'טובות', 'עולה', 'כולל', 'משלוח', '135', 'ש', 'ח', '33', 'דולר']"
"['כרית', 'רטט', 'במה', 'קשור', 'להתראה']"
"['כרית', 'רטט', 'תעלה', 'סביבות', '200', '250', 'ש', 'ח', 'בחנות', 'השוד', 'הישראלית', 'למוצרים', 'לכבדי', 'שמיעה', 'באותו', 'מחיר', 'קונה', 'שעון', 'קומפלט', 'כרית', 'רטט']"
"['שעון', 'כרית', 'רטט']"
['נכון']
"['אתמול', 'שעון', 'למסירה', 'ועד', 'שהספקתי', 'להגיע', 'למקום', 'כבר', 'חטפו', 'הלוואי', 'שהכרית', 'שחסרה', 'תעלה', 'משכורת', 'חודש']"
"['חבל', 'שאנחנו', 'כגוף', 'בעצם', 'שיש', 'בעיה', 'שמיעה', 'מקבלים', 'בעיתות', 'חרום', 'חלוקת', 'שעונים', 'שיעזרו', 'במקרה', 'אזעקות']"
"['צריך', 'חלוקת', 'שעונים', 'כדי', 'מסכנים', 'אפשר', 'לקנות', 'במיוחד', 'כשיש', 'לחלקנו', 'החזר', 'מסל', 'תקשורת', 'ההודעה', 'נערכה']"
"['מניח', 'שריקה', 'מתכוונת', 'לחלוקה', 'בקיבוץ']"
['כתבה']
[]
"['נראה', 'שהוא', 'מתחבר', 'לנייד', 'הבעיה', 'שזה', 'יגיע', 'מאמאזון', 'יקח', 'זמן']"
"['מתחבר', 'לנייד', 'פשוט', 'יציאת', 'USB', 'לטעינה']"
"['מתחבר', 'לנייד']"
"['ומקבל', 'התראות', 'שיחה', 'והודעות']"
"['התחברות', 'לנייד', 'דבר', 'נפלא', 'השאלה', 'קורה', 'שמסביב', 'נניח', 'התחברתי', 'ומגיעות', 'הודעות', 'הלילה', 'הודעות', 'מיני', 'דברים', 'שהפלפון', 'מביא']"
"['ומה', 'המחיר']"
['DELETED']
"['כנראה', 'שאפשר', 'לבחור', 'יישומים', 'שיתריעו', 'ולשנות', 'ולהתאים', 'בהתאם', 'לצורך']"
"['L_sonicalert', 'שעון', 'צליל', 'רטט', 'שניהם', 'יחד', 'הכי', 'נוח', 'חזק', 'השכמה', 'מהירה', 'וזול', 'עולה', '120', '150']"
"['האם', 'מתחבא', 'לנייד']"
"['ניתן', 'לבחור', 'להפעיל', 'שירטוט', 'שיש', 'הודעות', 'אלא', 'בשיחה', 'נכנסת', 'האפליקציה', 'והשעון', 'יודעים', 'לעשות', 'בחירה', 'משיחה', 'רגילה', 'לשיחה', 'פיקוד', 'העורף', 'נכון', 'שהוא', 'ירטוט', 'בכל', 'שיחה', 'וזה', 'השעון', 'היחיד', 'שמתחבר', 'להתראות', 'שיחות', 'והודעות', 'ולא', 'שעון', 'מעורר', 'בלבד']"
"['צורך', 'ועדיף']"
"['תלוי', 'רוצים', 'לקבל', 'התראה', 'אזעקה']"
"['ומה', 'מחיר']"
"['580', 'כללית', 'מושלם', 'החזר', '435', 'לאחר', 'החזר', '145', 'ש', 'ח']"
"['מחיר', 'לצרכן', 'החזרים']"
['DELETED']
['DELETED']
"['השעון', 'חכם', 'צריך', 'אפליקציה', 'פיקוד', 'עורף', 'שום', 'אפליקציה']"
"['השעון', 'נכון', 'להיום', 'נותן', 'התראה', 'לשיחות', 'נכנסות', 'וכן', 'אפשר', 'להגדיר', 'בפיקוד', 'העורף', 'שיתקשר', 'לאותו', 'איזור', 'זמן', 'שנמצאים', 'בו']"
"['הביקורת', 'קצת', 'נעימה', 'אישית', 'ככבדת', 'שמיעה', 'ואמא', 'לילד', 'כבד', 'שמיעה', 'מרגישה', 'בעול', 'הכלכלי', 'המשתמע', 'מכך', 'וכל', 'אביזר', 'שיהיה', 'אפשר', 'להשיג', 'בסבסוד', 'המדינה', 'יעזור', 'מאוד', 'ואני', 'מתביישת', 'לומר', 'שמצבי', 'הכלכלי', 'קל', 'בכלל', 'ובקושי', 'שורדת', 'אתבייש', 'לומר', 'שזקוקה', 'לעזרה', 'אפשרות', 'שאביזר', 'הביפרים', 'שחולקו', 'ממש', 'אשמח']"
"['המחיר', 'לצרכן', 'החזר', 'מקופת', 'חולים', '580', 'ולאחר', 'החזר', '145', 'ש', 'ח', 'מחיר', 'ללא', 'קופ', 'ח', '480']"
"['החזר', 'מסל', 'תקשורת']"
['בוודאי']
"['סך', 'תקשורת', 'מחזירה', 'שעונים', 'מעוררים']"
"['מעבר', 'לקידום', 'המכירות', 'ההוא', 'מהחברה', 'שלא', 'אומר', 'שמה', 'מבינה', 'שמבחינה', 'טכנית', 'השעון', 'שהוא', 'מנסה', 'למכור', 'חברי', 'כללית', 'לרכוש', 'בהנחה', 'נראה', 'שהשעון', 'באמת', 'פרקטי', '1', 'עשוי', 'לגרום', 'לחוסר', 'שינה', 'יקבל', 'הודעה', 'נכנסת', 'בלילות', '2', 'עובד', 'כשישנים', 'והרי', 'רוב', 'היום', 'נמצאים', 'ליד', 'השעון', 'המעורר', 'חייבים', 'לרוץ', 'ולקנות', 'השעון', 'הזה']"
"['מתקציב', 'קופות', 'חולים', 'רווחה']"
"['מישהו', 'בבקשה', 'לרענן', 'ולשלוח', 'למי', 'שולחים', 'בקשה', 'להחזר', 'סל', 'תקשורת']"
"['יחזקאל', 'מהלב']"
"['חייבים', 'לקנות', 'כלום', 'וזה', 'נכון', 'נכון', 'לכרגע', 'פתרון', 'למי', 'שרוצה', 'לקבל', 'שיחה', 'שיש', 'התראה', 'פיקוד', 'העורף']"
"['יודעת', 'יודעים', 'ובפרט', 'שאתה', 'מציין', 'בכל', 'הפרסומים', 'וכבר', 'הערתי', 'לך', 'בעבר', 'וחבל', 'שאתה', 'מבין', 'המשמעות', 'גילוי', 'נאות', 'ואם', 'שקוף', 'הזה', 'המידע', 'השעון', 'שאתה', 'מנסה', 'למכור', 'מדוייק', 'ההודעה', 'נערכה']"
"['שעון', 'אחריות', 'מתקלקל']"
"['רשמתי', 'שמי', 'יחזקאל', 'ואני', 'מחברת', 'מהלב', 'משווק', 'ומפרסם', 'מוצרים', 'השעון', 'הזה', 'שמתריע', 'אזעקות', 'פיקוד', 'העורף', 'למטרה', 'למי', 'שרוצה', 'לקבל', 'התראה', 'ולדעת', 'שיש', 'אזעקה', 'אומר', 'השעון', 'למי', 'שכן', 'רוצה', 'לקבל', 'התראות', 'שיש', 'אזעקה', 'שלא', 'חייב', 'לקנות', 'רשמתי', 'ניתן', 'לקבל', 'החזר', 'קופ', 'ח', 'וכל', 'אחד', 'יבחר', 'לעצמו', 'הכי', 'טוב', 'עבורו']"
"['כתבתי', 'כמה', 'פעמים', 'שאתה', 'רושם', 'פרטיך', 'הואלת', 'לרשום', 'שמך', 'צריך', 'לציין', 'בכל', 'פרסום', 'ההודעה', 'נערכה']"
"['השעון', 'מתריע', 'אזעקה', 'אלא', 'הודעות', 'הודעה', 'שיש', 'ללא', 'אבחנה', 'המקור', 'צריך', 'לציין', 'שזה', 'טוב', 'בעיקר', 'לשעות', 'הלילה', 'בשעות', 'הערות', 'במשך', 'היום', 'תועלת']"
"['שציינתי', 'קודם']"
"['תתפלא', 'אנשים', 'שלוקחים', 'הכרית', 'לעבודה', 'תנו', 'לאנשים', 'העצמאות', 'להחליט', 'טוב', 'ישר', 'לשלול']"
"['וכמובן', 'במקביל', 'להמשיך', 'לחפש', 'ולפתח', 'עוד', 'מענים', 'להתראות', 'וכך', 'אחד', 'יבחר', 'שטוב']"
"['בדיוק', 'שחשבתי', 'שאם', 'אקנה', 'אפילו', 'אקח', 'לעבודה', 'לנסיעה']"
"['בתור', 'נציג', 'מהלב', 'אשמח', 'לשאול', 'שאלה', 'האם', 'ניסיון', 'לקדם', 'כרית', 'רטט', 'שיכולה', 'להתממשק', 'אפליקציות', 'שונות', 'בטלפון', 'ולא', 'להתריע', 'כשיש', 'סמס', 'שיחה', 'טלפונית', 'מצאתי', 'בזמנו', 'כרית', 'רטט', 'אחת', 'שיכלה', 'להתממשק', 'אפליקציות', 'רשתות', 'חברתיות', 'בנוסף', 'ווטסאפ', 'מספיק', 'טוב', 'משהו', 'שהוא', 'בלתי', 'אפשרי', 'טכנולוגית', 'ובישראל', 'מאוד', 'מאוד', 'חשוב', 'האם', 'ניסיון', 'לקדם', 'משהו', 'בסגנון']"
"['עובדים', 'שידע', 'להתממשק', 'לאפליקציות', 'היצרן']"
"['מעולה', 'צפי', 'לנושא', 'העבודה', 'המדינה', 'מעורבת', 'בהתחשב', 'בחשיבות', 'הביטחונית', 'שיש', 'לזה']"
"['עידו', 'דיווח', 'עבודה', 'פיקוד', 'העורף', 'שאפליקציות', 'פיקוד', 'העורף', 'יתמשקו', 'בצורה', 'הכי', 'נגישה', 'שאפשר', 'ואם', 'אפשר', 'לחבר', 'כרית', 'רטט', 'לפלאפון', 'נושא', 'הרטט', 'נפתר', 'פונקציה', 'שתעזור', 'למי', 'שלא', 'לישון', 'שעון', 'חכם', 'וכדומה']"
"['זהו', 'שאין', 'היום', 'שום', 'כרית', 'רטט', 'שמתחברת', 'לטלפון', 'שואל']"
"['שיש', 'כרית', 'רטט', 'מאוד', 'מאוד', 'מוגבלת', 'שמסוגלת', 'להתחבר', 'לשיחות', 'סמסים', 'הטלפון']"
['L_facebook']
"['למי', 'שאתם', 'מכירים', 'חירשים', 'שגרים', 'בערד', 'תעבירו', 'הלאה']"
"['בוקר', 'טוב', 'ושקט', 'יודע', 'הווטס', 'אפ', 'ישראכרט']"
"['לכל', 'שהמליץ', 'האם', 'נטען', 'ומתאים', 'לשומרי', 'שבת', 'וחג', 'ובכלל', 'באמת', 'מומלץ', 'נטען', 'חוץ', 'מזה', 'שזה', 'טוב', 'לאיכות', 'סביבה']"
"['מכשיר', 'שמיעה', 'נטען', 'נהדר', 'תוך', 'כשעה', 'וחצי', 'מתמלא', 'מתאים', 'לשומרי', 'שבת', 'ממלאים', 'כניסת', 'השבת', 'לרוב', 'מספיק', 'לשבת', 'לקנות', 'התקן', 'שמאושר', 'ידי', 'רבנים', 'שמעתי']"
"['סיגניה', 'ואינני', 'מאושר', 'כנראה', 'שמודל', 'חדש', 'עונה', 'דרישותי', 'אחד', 'והמכשיר', 'המתאים']"
"['לוקחים', 'לעבודה', 'ומוקפצים', 'הודעה', 'שיש', 'ללא', 'אבחנה', 'מטורף', 'אפשר', 'לחיות', 'עשרות', 'פעמים', 'ביום']"
"['יקפיץ', 'הודעה', 'מגדירים', 'מראש', 'יהיו', 'ההתראות', 'ובאיזה', 'אופן']"
"['עדיף', 'כבר', 'שעון', 'חכם', 'שיודע', 'לעשות', 'אבחנה', 'שיודע', 'לתת', 'התראות', 'מותאמות']"
"['השעון', 'מתריע', 'הודעות', 'אזעקות']"
